ID	Título	Data	Valor
154	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de assinatura de atos - Abuja, Nigéria, 23 de fevereiro de 2013	23/02/2013	-79,5
155	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de almoço em sua homenagem oferecido pelo Presidente da República Federal da Nigéria, Goodluck Ebele Jonathan - Abuja, Nigéria, 23 de fevereiro de 2013	23/02/2013	-79,5
156	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de abertura da III Cúpula América do Sul-África - Malabo, Guiné Equatorial, 22 de fevereiro de 2013	22/02/2013	542,38
157	Discurso da Presidenta da República, Dilma Rousseff, por ocasião da III Cúpula ASPA - Lima, Peru, 2 de outubro de 2012	02/10/2012	-348,72
158	Discurso da Presidenta da República, Dilma Rousseff, por ocasião da 67ª Assembleia Geral das Nações Unidas - Nova York, Estados Unidos, 25 de setembro de 2012	25/09/2012	-1408,89
159	Mensagem da Presidenta Dilma Rousseff por ocasião do 34º Período de Sessões da Cepal – São Salvador, El Salvador, 31 de agosto de 2012	31/08/2012	-194,98
160	Declaração à imprensa da Presidenta da República, Dilma Rousseff, por ocasião da Cúpula Extraordinária do Mercosul - Brasília, 31 de julho de 2012	31/07/2012	-1143
161	Discurso de encerramento da Presidenta da República, Dilma Rousseff, por ocasião da Cúpula de Chefes de Estado do Mercosul e Estados Associados - Mendoza, Argentina, 29 de junho de 2012	29/06/2012	1702
162	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de encerramento da Conferência das Nações Unidas sobre Desenvolvimento Sustentável (Rio+20) - Rio de Janeiro, 22 de junho de 2012	22/06/2012	-66
163	Discurso da Presidenta da República, Dilma Rousseff, por ocasião do fórum de mulheres líderes sobre igualdade de gênero e empoderamento das mulheres no desenvolvimento sustentável - Rio de Janeiro, 21 de junho de 2012	21/06/2012	-1661
164	Discurso da Presidenta Dilma Rousseff, por ocasião de jantar oferecido pelo governador do Rio de Janeiro, Sérgio Cabral, e pelo prefeito do Rio de Janeiro, Eduardo Paes, em homenagem aos chefes das delegações africanas - Rio de Janeiro, 21 de junho de 20	21/06/2012	-1661
165	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de cerimônia de abertura protocolar da Conferência das Nações Unidas sobre Desenvolvimento Sustentável (Rio+20) - Rio de Janeiro, 20 de junho de 2012	20/06/2012	-29
166	Mensagem da Presidenta Dilma Rousseff por ocasião do centenário, em 10 de fevereiro, da morte do Barão do Rio Branco - Brasília, 10 de fevereiro de 2012	10/02/2012	-1533
167	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de apresentação do contingente brasileiro da Missão das Nações Unidas para a Estabilização do Haiti - Porto Príncipe, Haiti, 1º de fevereiro de 2012	01/02/2012	1495
168	Discurso da Presidenta da República, Dilma Rousseff, por ocasião do Fórum Social Mundial - Diálogos entre Sociedade Civil e Governo – Porto Alegre, 26 de janeiro de 2012	26/01/2012	467
169	Discurso da Presidenta da República, Dilma Rousseff, por ocasião da XLII Cúpula de Chefes de Estado do Mercosul e Estados Associados – Montevidéu, Uruguai, 20 de dezembro de 2011	20/12/2011	768
170	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de encontro com a Diretora Executiva da ONU Mulheres, Michelle Bachelet - Brasília, 15 de dezembro de 2011	15/12/2011	-315
171	Discurso da Presidente da República, Dilma Rousseff, por ocasião da reunião de chefes de Estado e de Governo do Encontro Iberoamericano de Alto Nível em Comemoração do Ano Internacional dos Afrodescendentes – Salvador, 19 de novembro de 2011	19/11/2011	-447
172	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de almoço oferecido ao presidente da Ucrânia, Viktor Yanukovych – Brasília, 25 de outubro de 2011	25/10/2011	1636
173	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de almoço em sua homenagem oferecido pelo presidente de Angola, José Eduardo dos Santos – Luanda, Angola, 20 de outubro de 2011	20/10/2011	-1021
174	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de Reunião Plenária da V Cúpula do Ibas - Pretória, África do Sul, 18 de outubro de 2011	18/10/2011	-1119
175	Discurso da Presidenta da República, Dilma Rousseff, por ocasião do Encontro Empresarial Brasil-Turquia - Ancara, Turquia, 7 de outubro de 2011	07/10/2011	-1047
176	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de visita à escola Vasil Aprilov – Gabrovo, Bulgária, 6 de outubro de 2011	06/10/2011	1277
177	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de jantar oferecido pelo presidente da Bulgária, Georgi Parvanov – Sófia, Bulgária, 05 de outubro de 2011	05/10/2011	222
178	Discurso da Presidenta da República, Dilma Rousseff, por ocasião do Fórum Empresarial Brasil-Bulgária – Sófia, Bulgária, 5 de outubro de 2011	05/10/2011	222
179	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de encerramento do Fórum Empresarial Brasil-União Europeia - Bruxelas, Bélgica, 4 de outubro de 2011	04/10/2011	222
180	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de abertura do Festival Internacional de Artes Europalia Brasil 2011 - Bruxelas, Bélgica, 4 de outubro de 2011	04/10/2011	222
181	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de Reunião de Alto Nível sobre Segurança Nuclear - Nova York, Estados Unidos, 22 de setembro de 2011	22/09/2011	-2701
182	Discurso da Presidenta da República, Dilma Rousseff, por ocasião do Debate Geral da 66ª Assembleia Geral das Nações Unidas - Nova York, Estados Unidos, 21 de setembro de 2011	21/09/2011	-397
183	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de lançamento da Parceria para Governo Aberto - Nova York, Estados Unidos, 20 de setembro de 2011	20/09/2011	-724
184	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de almoço em homenagem ao primeiro-ministro do Canadá, Stephen Harper - Brasília, 8 de agosto de 2011	08/08/2011	-4281
185	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de inauguração da Embaixada da República Argentina - Brasília, 29 de julho de 2011	29/07/2011	-173
186	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de almoço em homenagem à presidenta da Argentina, Cristina Kirchner - Brasília, 29 de julho de 2011	29/07/2011	-173
187	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de reunião extraordinária da Unasul – Lima, Peru, 29 de julho de 2011	29/07/2011	-173
188	Discurso da Presidenta da República, Dilma Rousseff, por ocasião da 41ª Cúpula de Presidentes dos Estados Partes do Mercosul e Estados Associados - Assunção, Paraguai, 29 de junho de 2011	29/06/2011	30
189	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de criação da Comissão e do Comitê Nacional de Organização da Conferência das Nações Unidas sobre o Desenvolvimento Sustentável - Brasília, 7 de junho de 2011	07/06/2011	-35
190	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de almoço oferecido ao primeiro-ministro da Suécia, Fredrik Reinfeldt - Brasília, 17 de maio de 2011	17/05/2011	438
191	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de almoço oferecido ao presidente da Alemanha, Christian Wulff - Brasília, 05 de maio de 2011	05/05/2011	-208
192	Discurso da Presidenta da República, Dilma Rousseff, por ocasião da 37ª Reunião do Conselho de Desenvolvimento Econômico e Social (CDES) - Brasília, 26 de abril de 2011	26/04/2011	172
193	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de formatura da Turma 2009-2011 do Instituto Rio Branco - Brasília, 20 de abril de 2011	20/04/2011	900
194	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de abertura do Fórum de Boao - Boao, China, 15 de abril de 2011	15/04/2011	406
195	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de abertura do Diálogo de Alto Nível Brasil-China em Ciência, Tecnologia e Inovação – Pequim, 12 de abril de 2011)	12/04/2011	-1268
196	Discurso da Presidenta da República, Dilma Rousseff, por ocasião do Seminário Empresarial Brasil-China: Para Além da Complementaridade – Pequim, China, 12 de abril de 2011	12/04/2011	-1268
197	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de almoço oferecido ao Presidente dos Estados Unidos, Barack Obama - Brasília, 19 de março de 2011	19/03/2011	877
198	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de visita do Primeiro-Ministro de Timor-Leste, Xanana Gusmão - Brasília, 3 de março de 2011	03/03/2011	1903
199	Pronunciamento da Presidenta da República, Dilma Rousseff, à Nação Brasileira, no Parlatório do Palácio do Planalto – Brasília, 1º de janeiro de 2011	01/01/2011	1010
200	Discurso da Presidenta da República, Dilma Rousseff, por ocasião de posse no Congresso Nacional - Brasília, 1º de janeiro de 2011	01/01/2011	1010
201	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante cerimônia de posse solene do Conselho de Representantes Brasileiros no Exterior, no âmbito da 3ª Conferência "Brasileiros no Mundo" - Rio de Janeiro, 3 de dezembro de 2010	03/12/2010	239
202	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da visita do Presidente da Zâmbia, Rupiah Banda, ao Brasil - Brasília, 18 de novembro de 2010	18/11/2010	1073
203	Mensagem do Presidente da República, Luiz Inácio Lula da Silva, aos brasileiros no exterior, por ocasião da comemoração ao Dia da Pátria	13/09/2010	1224
204	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante almoço oferecido ao presidente da Colômbia, Juan Manuel Santos - Palácio Itamaraty, 1º de setembro de 2010	01/09/2010	1663
205	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da visita oficial do presidente da Guiné-Bissau, Malam Bacai Sanhá Palácio Itamaraty, 25 de agosto de 2010	25/08/2010	-353
206	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante cerimônia em homenagem ao diplomata Vinicius de Moraes, Palácio Itamaraty, 16 de agosto de 2010	16/08/2010	437
207	Discurso do Presidente da República, Luiz Inácio Lula da Silva, na cerimônia de encerramento do Seminário Empresarial Brasil-El Salvador São Paulo-SP, 9 de agosto de 2010	09/08/2010	-232
208	Intervenção do Presidente da República, Luiz Inácio Lula da Silva, durante cerimônia de anúncio de atos assinados em conjunto com o presidente da Venezuela, Hugo Chávez - Caracas, 6 de agosto de 2010	06/08/2010	-317
209	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante cerimônia de anúncio dos atos assinados em conjunto com o presidente da Venezuela, Hugo Chávez - Caracas, 6 de agosto de 2010	06/08/2010	-317
210	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante reunião de instalação da Secretaria da Cúpula América do Sul-África - Caracas, 6 de agosto de 2010	06/08/2010	-317
211	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da visita oficial do presidente do Cameroun, Paul Biya – Palácio Itamaraty, 4 de agosto de 2010	04/08/2010	275
212	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante sessão de abertura da 39ª Reunião de Cúpula do Mercosul e sessão de trabalho - San Juan, 3 de agosto de 2010	03/08/2010	-520
213	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante visita às obras de terraplanagem da subestação de Villa Hayes da linha de transmissão de Itaipu Villa Hayes-Paraguai, 30 de julho de 2010	30/07/2010	562
214	Declaração à imprensa do Presidente da República, Luiz Inácio Lula da Silva, após encontro com o presidente do Uruguai, José Mujica – Rivera, Uruguai, 30 de julho de 2010	30/07/2010	562
215	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante almoço oferecido ao presidente da Nicarágua, Daniel Ortega Palácio Itamaraty, 28 de julho de 2010	28/07/2010	134
216	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante almoço oferecido ao primeiro-ministro do Kuwait, xeque Nasser al Sabah, Palácio Itamaraty, 22 de julho de 2010	22/07/2010	1272
217	Discurso durante enceramento do 4º Fórum Empresarial Brasil-União Europeia - Palácio Itamaraty, 14 de julho de 2010	14/07/2010	-206
218	Discurso durante encerramento do Fórum Empresarial Brasil-África do Sul - Joanesburgo, África do Sul, 9 de julho de 2010	09/07/2010	209
219	Discurso durante cerimônia de lançamento da Campanha Internacional Turística para o Brasil 2014 - Joanesburgo, África do Sul, 9 de julho de 2010	09/07/2010	209
220	Discurso durante jantar oferecido pelo Presidente da África do Sul, Jacob Zuma - Pretória, África do Sul, 9 de julho de 2010	09/07/2010	209
221	Discurso durante cerimônia de início da jornada para a Copa do Mundo da Fifa Brasil 2014 - Joanesburgo, África do Sul, 8 de julho de 2010	08/07/2010	1412
222	Discurso durante encerramento do Seminário Empresarial Brasil-Zâmbia Lusaca, Zâmbia, 8 de julho de 2010	08/07/2010	1412
223	Discurso na cerimônia de abertura do Encontro Empresarial Brasil-Tanzânia Dar es Salaam, Tanzânia, 7 de julho de 2010	07/07/2010	1199
224	Discurso durante jantar oferecido pelo presidente da Zâmbia, Rupiah Bwezani Banda Lusaca, Zâmbia, 7 de julho de 2010	07/07/2010	1199
225	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante almoço oferecido pelo Presidente do Quênia, Mwai Kibaki – Nairóbi, 6 de julho de 2010	06/07/2010	1199
226	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante almoço oferecido pelo Presidente do Quênia, Mwai Kibaki – Nairóbi, 6 de julho de 2010	06/07/2010	1199
227	Declaração à imprensa do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de assinatura de atos – Nairóbi, 6 de julho de 2010	06/07/2010	1199
228	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de encerramento do Seminário Empresarial Brasil-Quênia – Nairóbi, 6 de julho de 2010	06/07/2010	1199
229	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de visita à Guiné Equatorial – Malabo, 5 de julho de 2010	05/07/2010	-564
230	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante sessão de abertura da Cúpula Brasil-Comunidade Econômica dos Estados da África Ocidental (Cedeao) – Ilha do Sal, 3 de julho de 2010	03/07/2010	-564
231	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da visita do presidente da Síria, Bashar Al-Assad – Palácio Itamaraty, 30 de junho de 2010	30/06/2010	-1042
232	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante encerramento do seminário “Brasil-Itália: Novas Parcerias Estratégicas” – São Paulo, 29 de junho de 2010	29/06/2010	-2248
233	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante almoço oferecido ao presidente de Angola, José Eduardo dos Santos – Palácio Itamaraty, 23 de junho de 2010	23/06/2010	350
234	Primeira intervenção do Presidente da República, Luiz Inácio Lula da Silva, durante discurso do Presidente do Peru, Alan García – Manaus, 16 de junho de 2010	16/06/2010	308
235	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante a cerimônia de assinatura de atos em conjunto com o Presidente do Peru, Alan García – Manaus, 16 de junho de 2010	16/06/2010	308
236	Segunda intervenção do Presidente da República, Luiz Inácio Lula da Silva, durante discurso do Presidente do Peru, Alan García – Manaus, 16 de junho de 2010	16/06/2010	308
237	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante encerramento do Seminário de Alto Nível da Comissão Econômica para América Latina e Caribe (Cepal) – Brasília, 1º de junho de 2010	01/06/2010	-1206
238	Discurso do Presidente da República, Luiz Inácio Lula da Silva, na sessão de abertura do 3º Fórum Mundial da Aliança de Civilizações – Rio de Janeiro, 28 de maio de 2010	28/05/2010	-145
239	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante visita do Primeiro-Ministro da Turquia, Recep Tayyip Erdogan – Palácio Itamaraty, 27 de maio de 2010	27/05/2010	1901
240	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião do almoço-conferência do seminário “Brasil: Parceria para uma Nova Economia Global” – Madri, 19 de maio de 2010	19/05/2010	-1152
241	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de entrega do Prêmio Camões – Lisboa, 19 de maio de 2010	19/05/2010	-1152
242	Declaração à imprensa do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da sessão plenária da 10ª Cimeira Luso-Brasileira – Lisboa, 19 de maio de 2010	19/05/2010	-1152
243	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de recebimento do prêmio “Nova Economia Fórum 2010” – Madri, 18 de maio de 2010	18/05/2010	-2025
244	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de abertura da 14ª Cúpula do G-15 – Teerã, 17 de maio de 2010	17/05/2010	-546
245	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de encerramento do IV Encontro Empresarial Brasil-Irã – Teerã, 16 de maio de 2010	16/05/2010	-546
246	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da cerimônia de encerramento do Seminário Empresarial Brasil-Catar – Doha, 15 de maio de 2010	15/05/2010	-546
247	Declaração à imprensa do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de assinatura de atos – Moscou, 14 de maio de 2010	14/05/2010	-1376
248	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião do Fórum Empresarial Brasil-Rússia – Moscou, 14 de maio de 2010	14/05/2010	-1376
249	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de reunião ampliada com o Presidente da Rússia, Dmitri Medvedev – Moscou, 14 de maio de 2010	14/05/2010	-1376
250	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de encontro com o Primeiro-Ministro da Rússia, Vladimir Putin – Moscou, 14 de maio de 2010	14/05/2010	-1376
251	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de assinatura de atos relacionados às Olimpíadas 2016 – Centro Cultural Banco do Brasil, 12 de maio de 2010	12/05/2010	799
252	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da reunião do Conselho de Chefes de Estado e de Governo da União de Nações Sul-Americanas (Unasul) – Buenos Aires, 4 de maio de 2010	04/05/2010	-2660
253	Declaração à imprensa do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de encontro com o Presidente do Uruguai, José Mujica – Montevidéu, 4 de maio de 2010	04/05/2010	-2660
254	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante o encerramento do seminário empresarial "Brasil-Paraguai: Perspectivas de Comércio e Investimentos na Fronteira" – Ponta Porã, 3 de maio de 2010	03/05/2010	-2660
255	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de instalação e primeira Sessão Plenária da Reunião de Cúpula Brasil-Comunidade do Caribe (Caricom) – Palácio Itamaraty, 26 de abril de 2010	26/04/2010	-638
256	Declaração à imprensa do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de Reunião da Cúpula Brasil-Caricom – Palácio Itamaraty, 26 de abril de 2010	26/04/2010	-638
257	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de almoço oferecido ao Presidente do Líbano, Michel Sleiman – Palácio Itamaraty, 22 de abril de 2010	22/04/2010	68
258	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de comemoração ao Dia do Diplomata – Palácio Itamaraty, 20 de abril de 2010	20/04/2010	221
259	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de encerramento da Sessão Plenária da 4ª Cúpula Ibas – Palácio Itamaraty, 15 de abril de 2010	15/04/2010	-510
260	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da abertura da Sessão Plenária da 4ª Cúpula do Ibas – Palácio Itamaraty, 15 de abril de 2010	15/04/2010	-510
261	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da visita do Presidente do Chile, Sebastián Piñera, ao Brasil – Palácio Itamaraty, 9 de abril de 2010	09/04/2010	625
262	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de almoço oferecido ao Presidente do Mali, Amadou Toumani Touré – Palácio Itamaraty, 8 de abril de 2010	08/04/2010	-303
263	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de almoço oferecido à presidente da Libéria, Ellen Johson-Sirleaf – Palácio Itamaraty, 7 de abril de 2010	07/04/2010	-303
264	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de almoço oferecido ao rei da Suécia, Carl Gustaf – Palácio Itamaraty, 24 de março de 2010	24/03/2010	-473
265	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da 5ª sessão do Fórum Urbano Mundial - O direito à cidade: unindo o urbano dividido – Rio de Janeiro, 22 de março de 2010	22/03/2010	213
266	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de formatura das tropas brasileiras da Missão da ONU (Minustah) – Porto Príncipe, 25 de fevereiro de 2010	25/02/2010	327
267	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da sessão de encerramento da XXI Cúpula do Grupo do Rio e da II Cúpula da América Latina e do Caribe (CALC) - Cancún, 23 de fevereiro de 2010	23/02/2010	-1076
268	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião do Fórum Econômico Mundial - Davos, 29 de janeiro de 2010	29/01/2010	-186
269	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante cerimônia de honras fúnebres aos militares mortos no cumprimento do dever na Missão de Paz no Haiti - Base Aérea de Brasília, 21 de janeiro de 2010	21/01/2010	-1930
270	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da visita ao Brasil de sua alteza o emir do Catar, Xeque Hamad Bin Khalifa Al Thani – Palácio Itamaraty, 20 de janeiro de 2010	20/01/2010	-1708
271	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de jantar "Apresentando o Melhor do Brasil", oferecido pela Apex aos empresários exportadores e investidores – Rio de Janeiro, 21 de dezembro de 2009	21/12/2009	-869
272	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de sessão plenária de debate informal na Conferência das Partes da Convenção das Nações Unidas sobre Mudança do Clima (COP-15) – Copenhague, 18 de dezembro de 2009	18/12/2009	-273
273	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da plenária da Conferência das Partes da Convenção-Quadro das Nações Unidas sobre Mudança do Clima – Copenhague, 17 de dezembro de 2009	17/12/2009	-1555
274	Declaração à imprensa do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da visita oficial ao Peru – Lima, 11 de dezembro de 2009	11/12/2009	539
275	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de encerramento do Seminário Empresarial Brasil-Peru – Lima, 11 de dezembro de 2009	11/12/2009	539
276	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da 38ª Reunião do Conselho do Mercado Comum – Montevidéu, 8 de dezembro de 2009	08/12/2009	-784
277	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de Seminário Empresarial Brasil-Alemanha – Hamburgo, 4 de dezembro de 2009	04/12/2009	-711
278	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de encontro com a chanceler da Alemanha, Angela Merkel – Berlim, 3 de dezembro de 2009	03/12/2009	-300
279	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de encontro com a primeira-ministra da Ucrânia, Yulia Tymoshenko – Kiev, 2 de dezembro de 2009	02/12/2009	206
280	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de Fórum Empresarial com a participação dos Presidentes do Brasil e da Ucrânia – Kiev, 2 de dezembro de 2009	02/12/2009	206
281	Discurso do Presidente da República, Luiz Inácio Lula da Silva, durante sessão de abertura da 19ª Reunião de Cúpula Ibero-Americana de Chefes de Estado e de Governo – Estoril, 30 de novembro de 2009	30/11/2009	653
282	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da visita do Presidente da República Tcheca, Václav Klaus – Palácio Itamaraty, 24 de novembro de 2009	24/11/2009	508
283	Discurso do Presidente Luiz Inácio Lula da Silva por ocasião de encerramento do III Encontro Empresarial Brasil-Irã – Palácio Itamaraty, 23 de novembro de 2009	23/11/2009	482
284	Discurso do Presidente Luiz Inácio Lula da Silva por ocasião da visita do presidente do Irã, Mahmoud Ahmadinejad – Palácio Itamaraty, 23 de novembro de 2009	23/11/2009	482
285	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da visita do Presidente da Autoridade Nacional Palestina, Mahmoud Abbas – Salvador, 20 de novembro 2009	20/11/2009	482
286	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da visita da presidente da Argentina, Cristina Kirchner – Palácio Itamaraty, 18 de novembro de 2009	18/11/2009	-890
287	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da Cúpula Mundial sobre Segurança Alimentar – Roma, 16 de novembro de 2009	16/11/2009	2080
288	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de encontro com o presidente da França, Nicolas Sarkozy – Paris, 14 de novembro de 2009	14/11/2009	89
289	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião da visita do Presidente de Israel, Shimon Peres – Palácio Itamaraty, 11 de novembro de 2009	11/11/2009	89
290	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião do Fórum da Inovação França-Brasil, alusivo ao encerramento do Ano da França no Brasil – São Paulo, 10 de novembro de 2009	10/11/2009	89
291	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião do Fórum de Negócios Brasil-Itália – São Paulo, 10 de novembro de 2009	10/11/2009	89
292	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião do seminário "Investing in Brazil Summit: Identifying Opportunities in the New Economic Climate" – Londres, 5 de novembro de 2009	05/11/2009	903
293	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de recebimento do prêmio Chatham House – Londres, 5 de novembro de 2009	05/11/2009	903
294	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de reunião com o presidente da Venezuela, Hugo Chávez – El Tigre, 30 de outubro de 2009	30/10/2009	-2175
295	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de assinatura de atos – El Tigre, 30 de outubro de 2009	30/10/2009	-2175
296	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de inauguração do Consulado-Geral do Brasil e do escritório da Caixa Econômica Federal em Caracas – Caracas, 29 de outubro de 2009	29/10/2009	3558
297	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de posse do ministro da Secretaria de Assuntos Estratégicos da Presidência da República, Samuel Pinheiro Guimarães – Palácio Itamaraty, 20 de outubro de 2009	20/10/2009	536
298	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de encerramento do seminário empresarial "Brasil-Colômbia: Novas Fronteiras para as Relações Econômico-Comerciais" – São Paulo, 19 de outubro de 2009	19/10/2009	536
299	Discurso do Presidente da República, Luiz Inácio Lula da Silva, por ocasião de jantar oferecido pelos Reis da Suécia – Estocolmo, 6 de outubro de 2009	06/10/2009	1499
